id,observed_on,time_observed_at,user_id,updated_at,quality_grade,description,place_guess,latitude,longitude,species_guess,scientific_name
21621697,2/25/19,2019-02-26 06:02:17 UTC,1551174,2019-03-26 16:24:21 UTC,needs_id,,"2231–2295 Qualcomm Way, San Diego, CA, US",32.77637889,-117.1409473,Rhizopogon,Rhizopogon
21727942,3/3/19,,394031,2019-03-30 09:49:28 UTC,needs_id,"<p>Group of 2 growing under Torrey Pine. 3.5-4 cm wide, cracking and covered with yellow/orange rhizomorphs, sponge-like grey gleba. Strong earthy odor.</p>","Carmel Mountain Preserve, San Diego, California, USA",32.93985,-117.2135,Rhizopogon,Rhizopogon
21765148,3/29/19,2019-03-29 20:38:16 UTC,132236,2019-03-31 02:04:24 UTC,needs_id,Growing under coastal Cypress; odor not distinct; spongy flesh,"San Luis Obispo County, US-CA, US",35.48844087,-121.0924934,Rhizopogon,Rhizopogon
21930011,4/1/19,2019-04-01 22:10:12 UTC,540556,2019-04-09 23:56:14 UTC,needs_id,"Under leaf litter, fine mycelium threads, tasteless, turning yellow and purple veins","4916 119th Pl NE, Kirkland, WA 98033, USA",47.65350503,-122.1789276,Rhizopogon vinicolor,Rhizopogon vinicolor
23017369,4/20/19,2019-04-20 18:43:00 UTC,300530,2019-04-27 03:00:46 UTC,needs_id,,"Dunes City, OR, USA",43.91277497,-124.1102475,Rhizopogon,Rhizopogon
24771390,5/7/19,2019-05-08 02:48:51 UTC,1622698,2020-06-02 12:47:11 UTC,needs_id,,"2109 Shaughnessy Hill, Kamloops, BC, CA",50.64223424,-120.3559948,,Rhizopogon
24808264,5/7/19,2019-05-07 20:00:25 UTC,442423,2020-03-27 03:11:01 UTC,needs_id,"Under decaying redwood stump, after the tree was burned/killed in a fire","Curry County, US-OR, US",42.09292221,-124.1968613,Rhizopogon,Rhizopogon
25144862,5/10/19,2019-05-10 15:22:00 UTC,979112,2019-05-15 03:55:43 UTC,needs_id,,"Thompson-Nicola, BC, Canada",51.87758156,-119.9218457,Rhizopogon,Rhizopogon
25774418,5/25/19,2019-05-25 12:31:14 UTC,1764012,2019-05-26 00:20:24 UTC,needs_id,,"Texas, US",29.10688491,-98.18637767,Rhizopogon,Rhizopogon
25896822,11/6/17,,931715,2019-05-27 19:58:45 UTC,needs_id,,"Peachtree City, Georgia, USA",33.3919,-84.5865,Rhizopogon nigrescens,Rhizopogon nigrescens
26227754,6/1/19,2019-06-01 19:42:55 UTC,1348472,2019-06-02 03:36:05 UTC,needs_id,,"Eldorado National Forest, El Dorado County, US-CA, US",38.88898193,-120.4554721,,Rhizopogon
26286007,6/2/19,2019-06-02 21:22:21 UTC,748641,2019-06-02 22:40:04 UTC,needs_id,,"111 Lyon St NW, Grand Rapids, MI, US",42.96849667,-85.67015,,Rhizopogon
26519030,6/6/19,2019-06-06 21:30:48 UTC,776534,2019-06-06 22:20:10 UTC,needs_id,,"Daytona Beach, FL 32114, USA",29.21097946,-81.0318222,Rhizopogon,Rhizopogon
26703557,6/9/19,2019-06-09 21:15:14 UTC,1072328,2019-06-09 21:16:13 UTC,needs_id,,"Mt Spokane State Park, Mead, WA, US",47.92182026,-117.1123174,,Rhizopogon
26787856,6/9/19,2019-06-09 19:50:05 UTC,1174719,2019-06-12 03:48:50 UTC,research,Under Pinus ponderosa. 3cm in diameter; spores 6.0-9.0x2.5-3.5u. ,"1091–2087 Indian Creek Rd, Newport, WA, US",48.25353106,-117.1346459,Rhizopogon salebrosus,Rhizopogon salebrosus
26883621,6/12/19,2019-06-12 16:20:14 UTC,1805334,2019-06-12 21:28:05 UTC,needs_id,I have no idea what this one is. It looks like a dried up little witch hat that when opened reveals what I believe are spores but has an almost cotton like texture. Several found.,"South Lakes Park, Denton, TX, US",33.17814275,-97.13176368,,Rhizopogon
27388583,6/19/19,2019-06-19 16:26:54 UTC,1174719,2019-06-21 18:03:27 UTC,needs_id,,"99139, Ione, WA, US",48.79755695,-117.1352407,,Rhizopogon subsalmonius
27613824,6/24/19,2019-06-24 21:13:18 UTC,1558874,2019-06-25 04:21:54 UTC,needs_id,,"Wildcat Hills State Recreation Area, Gering, NE, US",41.70765333,-103.6760033,,Rhizopogon
27616004,4/30/19,,932255,2019-06-25 05:31:20 UTC,needs_id,,"Olympia, WA 98505, USA",47.06860277,-122.9822827,Rhizopogon,Rhizopogon
27743285,2/18/19,,1809960,2019-07-06 05:09:12 UTC,needs_id,,"San Bernardino County, US-CA, US",34.03699551,-117.2944904,Rhizopogon,Rhizopogon
28144223,7/3/19,2019-07-03 23:01:15 UTC,1935557,2019-07-03 23:12:36 UTC,needs_id,,"314 Herron Lane KP N, Lakebay, WA, US",47.26010471,-122.8391925,,Rhizopogon
28449048,6/26/19,,1889525,2019-07-08 18:25:40 UTC,needs_id,,"Clallam County, WA, USA",47.93015708,-123.7363329,Rhizopogon,Rhizopogon
28482096,7/8/19,2019-07-08 21:59:00 UTC,1178728,2019-07-09 05:23:12 UTC,needs_id,,"Clark County, WA, USA",45.72710731,-122.2666465,Rhizopogon,Rhizopogon
28750070,6/30/19,,295807,2019-07-13 20:06:32 UTC,needs_id,,"SW Mount Hood, Clackamas Co., Oregon, USA",45.31605,-121.81,Rhizopogon,Rhizopogon
28839164,7/14/19,2019-07-14 19:24:03 UTC,65540,2019-07-15 04:22:55 UTC,needs_id,"Growing in duff with species of Pinaceae, Tsuga, Picea and Pseudotsuga. ","Lost Lake Park, Whistler, BC, CA",50.1264195,-122.9386,,Rhizopogon
28991049,2/18/19,2019-02-18 12:42:42 UTC,1994351,2019-07-17 11:45:04 UTC,needs_id,,"1701–1799 Civic Dr, DuPont, WA, US",47.1049305,-122.6487967,,Rhizopogon
29042259,7/16/19,,1198147,2019-07-18 07:16:27 UTC,needs_id,,"Okanagan-Similkameen, British Columbia, Canada",49.14202222,-120.2751167,Rhizopogon,Rhizopogon
29136186,7/4/19,,295807,2020-04-13 18:35:00 UTC,needs_id,,"Mount Hood National Forest, Clackamas Co., Oregon, USA",45.1752,-121.9935,Rhizopogon,Rhizopogon
29138134,7/19/19,2019-07-19 21:51:04 UTC,300689,2019-07-19 21:53:53 UTC,needs_id,,"Crown Hill, Seattle, WA, USA",47.69743334,-122.3727481,Rhizopogon,Rhizopogon
29196142,7/13/19,2019-07-13 19:01:00 UTC,845914,2019-07-20 20:28:22 UTC,needs_id,,"Russell Greene Natural Area, VT, USA",44.68634289,-73.08980152,Rhizopogon,Rhizopogon
29248709,7/21/19,2019-07-21 12:02:34 UTC,1500010,2019-07-21 23:59:43 UTC,needs_id,,"1107 Fern Hill Rd, Pikeville, TN, US",35.549675,-85.31292833,,Rhizopogon
29354212,7/22/19,2019-07-22 19:33:16 UTC,682730,2019-07-23 01:23:46 UTC,needs_id,,"Skamania County, WA, USA",46.28735352,-121.9702148,Rhizopogon,Rhizopogon
29467926,7/24/19,2019-07-24 21:02:28 UTC,1528979,2019-07-24 21:03:38 UTC,needs_id,,"23–99 Park Ave, Chautauqua, NY, US",42.20511667,-79.46429066,,Rhizopogon
30260158,8/3/19,2019-08-03 19:52:00 UTC,1215480,2019-08-05 18:58:39 UTC,needs_id,,"C.U., Ciudad de México, CDMX, México",19.330316,-99.18976,Rhizopogon,Rhizopogon
30428749,8/1/19,2019-08-01 16:15:37 UTC,1889497,2019-08-08 15:57:45 UTC,needs_id,,"Mark S. Burnham Provincial Park, Otonabee-South Monaghan, ON, CA",44.29752167,-78.27028667,,Rhizopogon
30484700,8/1/19,2019-08-01 16:15:26 UTC,1099565,2019-08-09 15:41:47 UTC,needs_id,,"Peterborough, ON K9J 6X9, Canada",44.29419327,-78.28231812,Rhizopogon,Rhizopogon
30516771,11/21/97,1997-11-22 02:46:00 UTC,997772,2019-09-14 18:36:44 UTC,needs_id,,"Whatcom County, WA, USA",48.732719,-122.378199,Rhizopogon parksii,Rhizopogon parksii
30645598,8/11/19,2019-08-11 22:06:28 UTC,2021139,2019-08-11 22:06:51 UTC,needs_id,,"695 Noe St, San Francisco, CA, US",37.7579856,-122.4323353,,Rhizopogon
30771411,8/9/19,2019-08-09 17:32:56 UTC,3494,2019-08-13 20:24:36 UTC,needs_id,,"Deschutes National Forest, Sisters, OR, US",44.02605,-121.8162917,,Rhizopogon
30771769,8/9/19,2019-08-09 17:40:22 UTC,3494,2019-08-13 20:28:36 UTC,needs_id,,"Deschutes National Forest, Sisters, OR, US",44.026825,-121.81627,,Rhizopogon
30796158,8/9/19,2019-08-09 18:32:46 UTC,3494,2019-08-14 05:03:24 UTC,needs_id,,"Deschutes National Forest, Sisters, OR, US",44.0404445,-121.8255783,,Rhizopogon
30796195,8/13/19,2019-08-14 01:11:03 UTC,25945,2019-08-14 14:03:46 UTC,needs_id,,"Senguio Municipality, Michoacán, Mexico",19.72675312,-100.3514981,Rhizopogon,Rhizopogon
30807646,8/9/19,2019-08-09 19:15:46 UTC,3494,2019-08-14 13:29:39 UTC,needs_id,,"Deschutes National Forest, Sisters, OR, US",44.04149717,-121.81665,,Rhizopogon
30807803,8/9/19,2019-08-09 20:50:45 UTC,3494,2019-08-14 16:21:41 UTC,needs_id,,"Deschutes National Forest, Sisters, OR, US",44.03484717,-121.8199083,Rhizopogon,Rhizopogon
30845325,8/11/19,2019-08-12 01:38:30 UTC,1447224,2019-08-15 00:30:32 UTC,needs_id,,"Improvement District No. 12, AB T0E, Canada",52.72900772,-117.6254654,Rhizopogon,Rhizopogon
30910296,8/15/19,2019-08-15 22:51:09 UTC,1110235,2019-10-29 18:13:51 UTC,needs_id,On moss under Birch on the roadside. ,"Norton, VA 24273, USA",36.90989685,-82.62969971,Rhizopogon,Rhizopogon
31094344,8/18/19,2019-08-18 18:30:20 UTC,1932126,2019-08-19 16:11:20 UTC,needs_id,,"Tulaby Lake Dr, Waubun, MN, US",47.14211953,-95.5884922,,Rhizopogon
31128155,8/18/19,2019-08-18 19:49:43 UTC,443895,2019-08-19 17:16:29 UTC,needs_id,,"Rocky Mountain National Park, Ward, CO, US",40.196225,-105.5489117,,Rhizopogon
31144798,8/19/19,2019-08-19 21:44:04 UTC,712654,2020-06-10 03:41:52 UTC,needs_id,"Spores globose, 10µm wide, ornamented. FB 2.5cm across. On soil in hardwood forest","High Rock Park, New York, NY, US",40.58825688,-74.12212227,Rhizopogon,Rhizopogon
31356303,8/23/19,2019-08-23 14:48:29 UTC,626222,2019-08-24 16:45:23 UTC,needs_id,"A bunch of these caps were located under some trees popping out of the underbrush. Very short stemmed and no gills visible. Maybe they’re still coming up and will reveal gills in time. 
*update. Interestingly they smell like portobello mushrooms but when cut, look almost completely black. ","Belchertown Rd, Amherst, MA, US",42.370505,-72.50002167,,Rhizopogon
31380740,8/23/19,2019-08-23 21:46:52 UTC,626222,2019-08-24 01:47:07 UTC,needs_id,,"Amherst, MA, US",42.37878333,-72.48463333,,Rhizopogon
31503437,8/24/19,2019-08-24 17:36:20 UTC,626222,2019-08-25 21:12:52 UTC,needs_id,,"Amherst, MA, US",42.37835,-72.48236167,,Rhizopogon
31822718,8/30/19,2019-08-31 00:46:49 UTC,1777492,2019-08-31 00:49:21 UTC,needs_id,,"Sunset Dr, Pacific Grove, CA, US",36.61379667,-121.9296883,,Rhizopogon
31834182,8/30/19,2019-08-30 21:21:00 UTC,3494,2019-09-01 06:01:09 UTC,needs_id,,"Cochise, Arizona, United States",31.91361111,-109.2697222,Rhizopogon,Rhizopogon
31834183,8/30/19,2019-08-30 21:22:00 UTC,3494,2019-09-12 00:09:55 UTC,needs_id,in soil next to Pinus ponderosa,"Cochise, Arizona, United States",31.914925,-109.2691583,Rhizopogon,Rhizopogon
31882991,8/31/19,2019-08-31 18:31:03 UTC,5179,2019-08-31 23:24:08 UTC,needs_id,,"Cochise County, US-AZ, US",31.76929052,-109.3423962,Rhizopogon,Rhizopogon
31948559,12/3/18,2018-12-04 02:01:00 UTC,794555,2020-02-03 19:08:38 UTC,needs_id,"NAMP #	08124

DATE:	03, 08, & 27 DEC 2018

STATE:	WA

COUNTY:	PIERCE

FORAY ID:	Mycoflora Project.

SITE NAME:	McChord Air Force Base, Lakewood, WA

iNat #:	31948559

NEARBY FLORA:	Douglas Fir.

SUBSTRATE:	Dense Humus Soil, Needle Duff, Grass, Moss.

HABIT:	Single to Few to Many (as many as 8 within 1-foot area).

LIGHT EXPOSURE: 	Partial shade to full sun (50% of day)

ODOR:	Mild Musky, pleasant smell.

TASTE:	Nutty, mild.

REFERENCES:	Mushrooms of the Redwood Coast (Siegel & Schwarz), pg 543; 
	
DETAILED PHYSICAL DESCRIPTION: 

FRUIT BODY:
	1 – 4 cm across/long, sometimes round-ish or ovoid, but always irregularly shaped...very much like a Jerusalem Artichoke Bulb.  Color varies based on age, from dingy white to grayish, to a dirty pink distributed irregularly on the surface.  The oldest specimens are nearly black.  The surface is dry, even with rains.  The surface is somewhat Tomentose which is matted.  .  

INTERIOR:
	Firm, Rubbery, sponge-like but very tight, of a light grey-green Mossy color with dark-brown blobs in some specimens. With age, they turn a medium Rusty Brown, and eventually turn a dark grey-green.

SPORES:	Ostensibly pale yellow.

MYCELIA:	Black, matted, hairy-like, and about 1 cm long, if present.
","McChord Air Force Base, Lakewood, Pierce County, Washington, USA",47.122791,-122.503105,Rhizopogon hawkerae,Rhizopogon hawkerae
31996320,9/2/19,2019-09-02 17:19:00 UTC,1425953,2019-09-14 19:16:56 UTC,needs_id,Old bracket fungus that has fallen off a tree. Probably impossible to identify now.,"Capital, CA-BC, CA",48.74539268,-123.5463577,Rhizopogon,Rhizopogon
32002885,8/25/19,2019-08-26 01:43:00 UTC,865668,2019-09-02 19:14:35 UTC,needs_id,,"West Bloomington, Bloomington, MN, USA",44.83958784,-93.37260029,Rhizopogon,Rhizopogon
32038963,9/2/19,2019-09-03 06:23:38 UTC,1424740,2019-09-03 06:25:07 UTC,needs_id,,"N Branch Ct, Valley Springs, CA, US",38.17944238,-120.8260483,,Rhizopogon
32072454,9/3/19,2019-09-03 20:56:39 UTC,2133477,2019-09-03 20:58:41 UTC,needs_id,,"Northeastern University, Boston, MA, US",42.33700021,-71.09340797,,Rhizopogon
32166750,9/5/19,2019-09-05 16:18:56 UTC,799963,2019-09-05 16:35:15 UTC,needs_id,,"Valmire Dr, Columbia, SC, US",34.06319167,-81.15971392,,Rhizopogon
32183230,9/5/19,2019-09-05 21:07:10 UTC,2217591,2019-09-05 21:08:50 UTC,needs_id,,"The Sakura Grove, Toronto, ON, CA",43.7832031,-79.18630455,,Rhizopogon
32271124,9/7/19,2019-09-07 15:12:00 UTC,2208660,2019-09-07 15:13:27 UTC,needs_id,,"Dumbarton Oaks Park, Washington, DC, US",38.91504431,-77.06274848,,Rhizopogon
32275613,9/6/19,2019-09-06 18:28:28 UTC,122574,2019-11-15 14:15:06 UTC,needs_id,,"Upper Klamath National Wildlife Refuge, Klamath Falls, OR, US",42.529705,-122.06005,Rhizopogon,Rhizopogon
32358893,9/8/19,2019-09-08 17:10:01 UTC,2163837,2019-09-08 18:51:24 UTC,needs_id,,"Lapel, IN 46051, USA",40.085392,-85.85875702,Rhizopogon,Rhizopogon
32490756,9/10/19,2019-09-10 14:43:54 UTC,1352532,2019-09-11 02:24:44 UTC,needs_id,,"5, LA, USA",31.06718636,-93.08581543,Rhizopogon,Rhizopogon
32527771,9/11/19,2019-09-11 14:38:59 UTC,2212007,2019-09-11 14:40:27 UTC,needs_id,,"Terre Haute, IN 47807, USA",39.47027787,-87.39981464,Rhizopogon,Rhizopogon
32715527,9/14/19,2019-09-14 19:00:49 UTC,940279,2019-09-14 19:03:22 UTC,needs_id,,"East Marlborough Township, PA 19348, USA",39.86991373,-75.6768842,Rhizopogon,Rhizopogon
32855777,9/11/19,2019-09-12 00:39:59 UTC,1408082,2019-09-16 20:48:14 UTC,needs_id,,"95959, Nevada City, CA, US",39.25436899,-121.0052254,,Rhizopogon
32857470,9/16/19,2019-09-16 21:10:38 UTC,1021623,2019-09-16 21:14:06 UTC,needs_id,,"Barnstable County, US-MA, US",41.88187151,-70.00132871,Rhizopogon,Rhizopogon
32892302,9/17/19,2019-09-17 13:52:59 UTC,1054256,2019-09-17 14:43:49 UTC,needs_id,,"Lindenwold, NJ, USA",39.83174145,-74.99310125,Rhizopogon,Rhizopogon
32914073,9/17/19,2019-09-17 16:17:46 UTC,2272095,2019-09-17 21:18:07 UTC,needs_id,,"University of Arkansas, Fayetteville, AR, US",36.06464207,-94.16995081,,Rhizopogon
32915976,9/17/19,2019-09-17 21:55:49 UTC,2256534,2019-09-17 21:57:28 UTC,needs_id,,"Maplehurst Rd, Seguin, ON, CA",45.242205,-79.64711167,,Rhizopogon
32929498,8/27/19,2019-08-27 17:43:48 UTC,1348472,2019-09-18 04:48:13 UTC,needs_id,,"Kings Canyon National Park, Shaver Lake, CA, US",36.83445,-118.408295,Rhizopogon,Rhizopogon
32958991,9/18/19,2019-09-18 16:25:15 UTC,2275521,2019-09-18 16:32:52 UTC,needs_id,,"Penn State Undergraduate Admissions, State College, PA, US",40.79666444,-77.8623763,,Rhizopogon
33032078,9/19/19,2019-09-19 21:04:04 UTC,986243,2019-09-21 00:15:46 UTC,needs_id,,"S Highway 97, Bend, OR, US",43.96640771,-121.3409031,,Rhizopogon
33096112,9/19/19,2019-09-19 17:43:39 UTC,2280995,2019-09-20 21:54:30 UTC,needs_id,,"Seward Park, Seattle, WA, US",47.55215,-122.2549133,,Rhizopogon
33103928,9/20/19,2019-09-20 20:42:40 UTC,730243,2019-09-21 00:36:25 UTC,needs_id,,"Klamath County, US-OR, US",43.56167388,-121.9599959,,Rhizopogon
33116519,9/20/19,2019-09-20 19:44:00 UTC,1178728,2019-09-21 06:39:50 UTC,needs_id,"2-3cm, initially white interior (top) stains pinkish brown (bottom)","Cowlitz County, WA, USA",46.14588883,-122.2488197,Rhizopogon,Rhizopogon
33162834,9/21/19,2019-09-21 23:14:45 UTC,2053741,2019-09-21 23:16:04 UTC,needs_id,,"Trout Lake, Seguin, ON, CA",45.2793696,-79.73960601,,Rhizopogon
33167557,9/21/19,2019-09-21 18:16:41 UTC,798730,2019-09-22 00:58:02 UTC,needs_id,,"Chelan County, US-WA, US",47.49340002,-120.8386549,,Rhizopogon
33208641,9/21/19,2019-09-21 19:31:00 UTC,300530,2019-09-24 17:30:37 UTC,needs_id,cf. R evadens,"Linn County, OR, USA",44.48913331,-121.8957748,Rhizopogon,Rhizopogon
33311037,9/23/19,2019-09-24 00:24:05 UTC,2291865,2019-09-24 13:27:18 UTC,needs_id,,"Gifford Pinchot National Forest, Cougar, WA, US",46.25534014,-121.8039501,,Rhizopogon
33381771,9/21/19,2019-09-21 22:24:18 UTC,2046304,2019-09-25 17:44:29 UTC,needs_id,,"Newberry National Volcanic Monument, La Pine, OR, US",43.724055,-121.2441117,,Rhizopogon
33411751,9/24/19,2019-09-24 22:37:34 UTC,986243,2019-09-26 03:59:03 UTC,needs_id,,"Bend, OR, US",43.96721295,-121.340814,,Rhizopogon
33412246,9/21/19,2019-09-21 18:35:00 UTC,1020372,2019-09-26 04:20:54 UTC,needs_id,,"Nahatlatch Provincial Park, Fraser Valley, BC, Canada",49.93525996,-121.9480233,Rhizopogon occidentalis,Rhizopogon occidentalis
33481264,9/25/19,2019-09-25 14:46:00 UTC,2310175,2019-09-27 15:00:25 UTC,needs_id,,"Carlton County, MN, USA",46.61620175,-92.55930367,Rhizopogon,Rhizopogon
33484102,9/27/19,2019-09-27 10:56:10 UTC,2310285,2019-09-27 15:56:45 UTC,needs_id,,"City View Dr, Wichita Falls, TX, US",33.94502288,-98.5545939,,Rhizopogon
33504502,9/27/19,2019-09-27 18:48:17 UTC,2040929,2019-12-27 17:01:30 UTC,needs_id,,"Capital, CA-BC, CA",48.6832161,-123.431633,Rhizopogon,Rhizopogon
33505603,9/19/19,2019-09-19 19:59:16 UTC,79395,2019-10-03 16:10:36 UTC,needs_id,Very purple on the hymenial surface and cross section of the stipe. ,"Davenport Branch Toms River, NJ, US",39.94905752,-74.26639259,Rhizopogon,Rhizopogon
33576708,9/28/19,2019-09-29 01:23:34 UTC,242882,2019-09-29 06:15:23 UTC,needs_id,,"Birdseye Creek Rd, Gold Hill, OR, US",42.40042167,-123.1593555,,Rhizopogon
33648540,9/30/19,2019-09-30 13:47:46 UTC,42833,2019-09-30 14:26:12 UTC,needs_id,,"Dedham, MA 02026, USA",42.23785975,-71.15876518,Rhizopogon,Rhizopogon
33671968,9/30/19,2019-09-30 21:26:23 UTC,2308442,2020-06-02 21:52:42 UTC,needs_id,"Dense, found under wet soil, covered in mycelium(?), stinky after collecting (like old store bought portobellos), palm sized","Eastern Washington University, Cheney, WA, US",47.49124303,-117.5920324,Fungi Including Lichens,Rhizopogon ochraceorubens
33678655,9/30/19,2019-10-01 00:35:04 UTC,889140,2019-10-01 00:35:54 UTC,needs_id,,"Central Point, OR, US",42.3836955,-122.9908155,,Rhizopogon
33695950,10/1/19,2019-10-01 17:02:00 UTC,468274,2019-10-03 01:38:01 UTC,needs_id,"Growing under hemlocks, above ground. Texture tougher than puffball. Odor faint. Taste mild. Cut surface was white inside and remained unchanged in color.","9161 Kemp Rd, Woodruff, WI 54568, USA",45.8398017,-89.677569,Rhizopogon,Rhizopogon
33724733,10/1/19,2019-10-01 22:07:39 UTC,454640,2019-10-01 22:10:22 UTC,needs_id,,"Nokesville, VA, US",38.72529936,-77.58074277,,Rhizopogon
33760734,10/2/19,2019-10-02 17:29:52 UTC,865379,2019-10-07 03:35:20 UTC,needs_id,,"Sanders Rd, Klamath, CA, US",41.57697833,-124.0720445,Rhizopogon,Rhizopogon
33856802,10/4/19,2019-10-04 18:12:37 UTC,1225492,2019-10-04 19:57:43 UTC,needs_id,,"New Albany High School, New Albany, OH, US",40.08734554,-82.8153527,,Rhizopogon
33867067,10/3/19,2019-10-03 17:47:33 UTC,23429,2019-10-22 15:06:31 UTC,needs_id,"U370
584, 587
Under pipo abco and ceve 
No odor
Light brown bruising if at all","Deschutes County, US-OR, US",43.7436935,-121.7116775,Rhizopogon,Rhizopogon
33867091,10/3/19,2019-10-03 17:56:11 UTC,23429,2019-10-05 01:37:28 UTC,needs_id,"U370
585
Under pipo abco 
Reddish brown light bruising
No odor
","Deschutes County, US-OR, US",43.74356789,-121.7116898,,Rhizopogon
33887345,9/22/19,2019-09-22 17:24:30 UTC,25690,2019-10-05 13:17:46 UTC,needs_id,,"Philomath, OR, US",44.44616265,-123.4646773,,Rhizopogon
33911445,10/5/19,2019-10-05 20:14:29 UTC,2234539,2019-10-05 21:10:34 UTC,needs_id,,"Lowell Woods, Westwood, MA, US",42.22914027,-71.20136315,,Rhizopogon
33963461,10/6/19,2019-10-06 15:25:32 UTC,1820997,2019-10-06 17:58:12 UTC,needs_id,,"Irving, NY, US",42.60326667,-79.11586667,,Rhizopogon
34026950,10/5/19,2019-10-05 20:47:00 UTC,979112,2019-10-07 18:57:33 UTC,needs_id,,"Algonquin Provincial Park, Nipissing, Ontario, Canada",45.63783611,-78.37834167,Rhizopogon,Rhizopogon
34027667,10/7/19,2019-10-07 17:39:15 UTC,2284381,2019-10-07 19:08:15 UTC,needs_id,,"Francis Marion National Forest, Jamestown, SC, US",33.206805,-79.60942833,,Rhizopogon
34038494,10/1/19,2019-10-01 19:28:00 UTC,304496,2019-10-07 23:02:41 UTC,research,,"Siskiyou County, CA, USA",41.38694444,-121.9158333,Rhizopogon ochraceorubens,Rhizopogon ochraceorubens
34096325,10/5/19,2019-10-05 19:03:00 UTC,2348081,2019-10-09 00:54:13 UTC,needs_id,Found with surface partially exposed. Heavy and dense.,"Oregon Coast Hwy, Gardiner, OR 97441, USA",43.813054,-124.154367,Rhizopogon,Rhizopogon
34097447,10/8/19,2019-10-09 01:25:28 UTC,1291751,2019-12-17 19:00:47 UTC,needs_id,,"S Lapine Dr, La Pine, OR, US",43.64278631,-121.5015556,,Rhizopogon
34139775,10/3/19,2019-10-03 19:31:00 UTC,3494,2019-10-09 23:28:06 UTC,needs_id,,"Lacey, WA, USA",47.03959722,-122.8157722,Rhizopogon,Rhizopogon
34148190,10/9/19,2019-10-09 23:12:33 UTC,1752322,2019-10-10 21:54:51 UTC,needs_id,,"Lane County, US-OR, US",43.97721246,-124.1168617,Rhizopogon,Rhizopogon
34284709,10/12/19,2019-10-12 21:41:00 UTC,266219,2019-10-13 03:12:14 UTC,needs_id,,"Lane County, US-OR, US",43.95346651,-123.3955749,Rhizopogon,Rhizopogon
34384693,10/14/19,2019-10-14 17:31:40 UTC,849564,2019-10-16 12:43:55 UTC,needs_id,,"Jesse, Fayetteville, AR, US",36.09444717,-94.16591667,,Rhizopogon
34542532,10/18/19,2019-10-18 16:42:30 UTC,527710,2019-10-18 16:43:50 UTC,needs_id,,"Wellfleet, MA 02667, USA",41.90274977,-69.97680238,Rhizopogon nigrescens,Rhizopogon nigrescens
34557390,10/18/19,2019-10-18 22:10:20 UTC,2190916,2019-12-17 09:05:11 UTC,needs_id,"Collection Specimen 

Pink staining after a few minutes ","Eureka, CA 95501, USA",40.7906656,-124.1710085,Rhizopogon,Rhizopogon
34649000,10/17/19,2019-10-17 16:53:34 UTC,2209636,2019-10-20 23:24:40 UTC,needs_id,Observed this late morning during a class field trip. It was cloudy and mild out. ,"Austin Community College - Riverside Campus, Austin, TX, US",30.23640757,-97.70525518,Rhizopogon,Rhizopogon
34686813,10/21/19,2019-10-21 13:24:00 UTC,2248162,2019-10-21 13:28:37 UTC,needs_id,,"Fort Matanzas National Monument, Saint Augustine, FL, US",29.71459256,-81.23333847,,Rhizopogon
34696756,10/20/19,2019-10-20 17:24:00 UTC,364529,2019-10-21 17:06:09 UTC,needs_id,,"Dobbins, CA 95935, USA",39.37531662,-121.1556549,Rhizopogon,Rhizopogon
34713315,10/20/19,,155080,2019-10-24 23:10:11 UTC,needs_id,"Mixed hardwood/pine woodland, growing in leaf litter.","Crowleys Ridge State Park, Greene county, Arkansas USA",36.043478,-90.660729,Rhizopogon,Rhizopogon
34763091,10/20/19,2019-10-20 14:12:37 UTC,2325374,2019-12-01 08:56:52 UTC,research,Observation #40,"Bakie Rd, Valley, WA, US",48.177105,-117.7044217,Rhizopogon occidentalis,Rhizopogon occidentalis
34772296,10/7/19,2019-10-07 20:44:59 UTC,241914,2020-02-01 08:49:43 UTC,needs_id,,"Kittitas County, US-WA, US",47.26023297,-120.711587,Rhizopogon,Rhizopogon
34801435,10/23/19,2019-10-23 19:31:44 UTC,2151626,2020-01-21 20:56:55 UTC,needs_id,"Last one looked like a heart, what does this one look like? 😉","Spokane, WA 99224, USA",47.5725174,-117.4046631,Rhizopogon,Rhizopogon
34857915,10/24/19,2019-10-24 21:00:05 UTC,2380029,2019-10-25 03:00:43 UTC,needs_id,,"Siuslaw National Forest, Philomath, OR, US",44.49675988,-123.5442529,,Rhizopogon
34881365,10/24/19,2019-10-24 18:05:51 UTC,2291295,2019-10-25 18:49:05 UTC,needs_id,,"The Evergreen State College, Olympia, WA, US",47.07219346,-122.9745708,,Rhizopogon
34883438,10/19/19,2019-10-19 19:19:27 UTC,405699,2019-12-16 00:21:38 UTC,needs_id,"Collection Specimen

Growing out of sand in dune forest, pines nearby. 

Looked just like a lil gold potato. Interior was a light yellow green. Peridium interior light pink. ","Pacific, Arcata, CA, USA",40.87304521,-124.1519656,Rhizopogon,Rhizopogon
34998196,10/26/19,2019-10-26 16:28:46 UTC,1052423,2019-10-30 14:52:15 UTC,needs_id,,"Georgetown, CA 95634, USA",38.92168045,-120.7755051,Rhizopogon,Rhizopogon
35163124,11/1/19,2019-11-01 13:49:00 UTC,2164080,2019-11-01 13:49:47 UTC,needs_id,,"US-33 E, The Plains, OH, US",39.37251723,-82.12718357,,Rhizopogon
